steam_appid,name,name_slug,header_image,reviews_total,reviews_score_fancy,unfiltered_reviews_total,unfiltered_reviews_steam_purchase,metacritic_score,hidden_gem_score,steam_release_date,current_price_usd,base_price_usd,is_free,is_f2p,coming_soon,peak_ccu,followers,early_access,current_topsellers_rank,opencritic_score,playtracker_insight_rank,reviews_7day,reviews_30day,reviews_90day,launch_price,developer_ids,publisher_ids,developer,publisher
320410,Near Impact,near_impact,https://cdn.cloudflare.steamstatic.com/steam/apps/320410/header.jpg?t=1574192790,-1,-1.0,7,6,-1,-1.0,2014-09-16,999.0,999.0,0,0,0,2,68,-2,-1,,19845.0,-1,-1,-1,999.0,21149,30,Sonalysts Combat Simulations,Strategy First
369120,Invisible Apartment Zero,invisible_apartment_zero,https://cdn.cloudflare.steamstatic.com/steam/apps/369120/header.jpg?t=1476784904,-1,-1.0,18,7,-1,-1.0,2015-05-31,299.0,299.0,0,0,0,2,497,0,-1,,14972.0,-1,-1,-1,299.0,"3563,3564",3565,"Milan Kazarka, Jeroen van Oosten",Vysoko Anime Production
384900,Temporal Shift,temporal_shift,https://cdn.cloudflare.steamstatic.com/steam/apps/384900/header.jpg?t=1447376962,-1,-1.0,2,2,-1,-1.0,2015-07-16,999.0,999.0,0,0,0,4,51,1,-1,,,-1,-1,-1,999.0,8709,8709,Four Lights,Four Lights
401200,Invisible Apartment 2,invisible_apartment_2,https://cdn.cloudflare.steamstatic.com/steam/apps/401200/header.jpg?t=1476785087,-1,-1.0,8,6,-1,-1.0,2015-09-24,399.0,399.0,0,0,0,3,483,0,-1,,,-1,-1,-1,399.0,"3563,3564",3565,"Milan Kazarka, Jeroen van Oosten",Vysoko Anime Production
414140,Jewel bits,jewel_bits,https://cdn.cloudflare.steamstatic.com/steam/apps/414140/header.jpg?t=1482325439,-1,-1.0,5,5,-1,-1.0,2016-12-21,349.0,699.0,0,0,0,2,203,0,-1,,25491.0,-1,-1,-1,699.0,15274,15274,Mysia Games,Mysia Games
426560,Full Tilt Poker,full_tilt_poker,https://cdn.cloudflare.steamstatic.com/steam/apps/426560/header.jpg?t=1463480735,-1,-1.0,90,1,-1,-1.0,2016-01-26,0.0,0.0,0,0,0,105,805,0,-1,,8443.0,-1,-1,-1,0.0,26476,26476,Rational Social Projects Limited,Rational Social Projects Limited
460570,Starfall Online,starfall_online,https://cdn.cloudflare.steamstatic.com/steam/apps/460570/header.jpg?t=1603741016,-1,-1.0,120,-1,-1,-1.0,2020-02-20,0.0,0.0,0,0,0,157,556,0,-1,,,-1,-1,-1,0.0,34386,34386,Snowforged Entertainment,Snowforged Entertainment
470890,WarFire,warfire,https://cdn.cloudflare.steamstatic.com/steam/apps/470890/header.jpg?t=1495183092,-1,-1.0,7,6,-1,-1.0,2016-11-08,1599.0,1599.0,0,0,0,1,156,0,-1,,30036.0,-1,-1,-1,1899.0,9428,9428,D&K Games Studio,D&K Games Studio
508460,MAXCONTROL,maxcontrol,https://cdn.cloudflare.steamstatic.com/steam/apps/508460/header.jpg?t=1515344802,-1,-1.0,-1,-1,-1,-1.0,1970-01-01,0.0,0.0,0,0,1,-1,1911,1,-1,,,-1,-1,-1,0.0,15630,15630,Eierkop-Games,Eierkop-Games
532800,ComPet - Epic Beast Battles,compet_epic_beast_battles,https://cdn.cloudflare.steamstatic.com/steam/apps/532800/header.jpg?t=1560390680,-1,-1.0,74,6,-1,-1.0,2016-11-29,0.0,0.0,0,0,0,18,281,1,-1,,13600.0,-1,-1,-1,0.0,26679,26679,MindArk PE AB,MindArk PE AB
543290,Void & Nothingness,void_nothingness,https://cdn.cloudflare.steamstatic.com/steam/apps/543290/header.jpg?t=1481749090,-1,-1.0,7,7,-1,-1.0,2016-12-03,499.0,499.0,0,0,0,1,127,0,-1,,30347.0,-1,-1,-1,499.0,"3563,3564",3565,"Milan Kazarka, Jeroen van Oosten",Vysoko Anime Production
585920,Puzzle One,puzzle_one,https://cdn.cloudflare.steamstatic.com/steam/apps/585920/header.jpg?t=1500051065,-1,-1.0,9,9,-1,-1.0,2017-07-13,99.0,99.0,0,0,0,4,-1,0,15067,,21439.0,-1,-1,-1,99.0,7787,7788,Portponky,Shambles Software
630230,DNL Dedicated Server Tool,dnl_dedicated_server_tool,https://cdn.cloudflare.steamstatic.com/steam/apps/630230/header.jpg?t=1572303562,-1,-1.0,-1,-1,-1,-1.0,2017-08-03,0.0,0.0,0,0,0,1,794,-2,-1,,,-1,-1,-1,0.0,9454,7536,Snail Games USA,Snail Games USA
658870,EXIT 2 - Directions,exit_2_directions,https://cdn.cloudflare.steamstatic.com/steam/apps/658870/header.jpg?t=1518480967,-1,-1.0,9,3,-1,-1.0,2017-09-02,199.0,799.0,0,0,0,2,113,-2,-1,,23456.0,-1,-1,-1,299.0,3436,3436,SIXNAILS,SIXNAILS
669270,Momentum Mod,momentum_mod,https://cdn.cloudflare.steamstatic.com/steam/apps/669270/header.jpg?t=1639012363,-1,-1.0,-1,-1,-1,-1.0,2022-12-31,0.0,0.0,1,0,1,-1,2804,-2,-1,,34538.0,-1,-1,-1,,56208,56208,Momentum Team,Momentum Team
681540,Escape From Space Shredder,escape_from_space_shredder,https://cdn.cloudflare.steamstatic.com/steam/apps/681540/header.jpg?t=1613031353,-1,-1.0,5,-1,-1,-1.0,2017-07-21,150.0,150.0,0,0,0,2,29,0,-1,,14556.0,-1,-1,-1,299.0,7897,7898,s_unk, s_unk
718980,Grey Zone,grey_zone,https://cdn.cloudflare.steamstatic.com/steam/apps/718980/header.jpg?t=1508061329,-1,-1.0,7,1,-1,-1.0,2017-10-15,99.0,99.0,0,0,0,1,15,0,16748,,25138.0,-1,-1,-1,99.0,16107,16107,A.Lepunov,A.Lepunov
724900,Hallowed Encounter,hallowed_encounter,https://cdn.cloudflare.steamstatic.com/steam/apps/724900/header.jpg?t=1509984338,-1,-1.0,6,4,-1,-1.0,2017-11-02,399.0,399.0,0,0,0,1,50,0,-1,,21665.0,-1,-1,-1,399.0,21505,21506,Alpha Pack Studios,"Handle Consolidated, LLC."
730670,EXIT 3 - Painter,exit_3_painter,https://cdn.cloudflare.steamstatic.com/steam/apps/730670/header.jpg?t=1518480533,-1,-1.0,2,1,-1,-1.0,2017-11-20,271.0,799.0,0,0,0,2,38,-2,-1,,24202.0,-1,-1,-1,299.0,3436,3436,SIXNAILS,SIXNAILS
730690,EXIT 4 - Portal,exit_4_portal,https://cdn.cloudflare.steamstatic.com/steam/apps/730690/header.jpg?t=1534581635,-1,-1.0,5,1,-1,-1.0,2018-02-12,199.0,799.0,0,0,0,1,41,-2,-1,,25383.0,-1,-1,-1,499.0,3436,3436,SIXNAILS,SIXNAILS
754480,Dummy!,dummy,https://cdn.cloudflare.steamstatic.com/steam/apps/754480/header.jpg?t=1614267767,-1,-1.0,9,6,-1,-1.0,2018-12-20,199.0,199.0,1,1,0,4,20,0,-1,,,-1,-1,-1,399.0,3224,3224,Toxic Dog,Toxic Dog
761730,non - The First Warp,non_the_first_warp,https://cdn.cloudflare.steamstatic.com/steam/apps/761730/header.jpg?t=1638782212,-1,-1.0,4,3,-1,-1.0,2021-08-12,1099.0,1099.0,0,0,0,3,60,0,-1,,,-1,-1,-1,1099.0,43952,43953,Lars Pontoppidan,Black Grain Games
783560,Math Tile,math_tile,https://cdn.cloudflare.steamstatic.com/steam/apps/783560/header.jpg?t=1518138010,-1,-1.0,-1,-1,-1,-1.0,2018-02-08,199.0,199.0,0,0,0,1,14,-2,-1,,,-1,-1,-1,199.0,7316,7316,Luchun,Luchun
862590,BlueFear,bluefear,https://cdn.cloudflare.steamstatic.com/steam/apps/862590/header.jpg?t=1566383958,-1,-1.0,9,9,-1,-1.0,2019-01-18,2499.0,2499.0,0,0,0,2,258,1,-1,,,-1,-1,-1,2499.0,20974,20974,NukaGames,NukaGames
866710,Shiver: The Lily's Requiem Collector's Edition,shiver_the_lilys_requiem_collectors_edition,https://cdn.cloudflare.steamstatic.com/steam/apps/866710/header.jpg?t=1531506630,-1,-1.0,8,6,-1,-1.0,2018-06-04,999.0,999.0,0,0,0,3,28,-2,13099,,29069.0,-1,-1,-1,1299.0,10002,909,Artogon,Big Fish Games
877340,ATMOTECH EPISODE PRAELUDIUM,atmotech_episode_praeludium,https://cdn.cloudflare.steamstatic.com/steam/apps/877340/header.jpg?t=1538424892,-1,-1.0,1,1,-1,-1.0,2018-10-01,1799.0,1799.0,0,0,0,1,17,1,-1,,,-1,-1,-1,1799.0,28132,28132,ATMODEPTH,ATMODEPTH
932920,RIFF VR for Arcades,riff_vr_for_arcades,https://cdn.cloudflare.steamstatic.com/steam/apps/932920/header.jpg?t=1548342953,-1,-1.0,2,2,-1,-1.0,2018-11-08,899.0,899.0,0,0,0,2,40,0,-1,,,-1,-1,-1,1999.0,20198,20198,Imex Media Inc,Imex Media Inc
939200,Gold Magic 800,gold_magic_800,https://cdn.cloudflare.steamstatic.com/steam/apps/939200/header.jpg?t=1641358621,-1,-1.0,3,1,-1,-1.0,2018-09-25,499.0,499.0,0,0,0,2,18,0,-1,,,-1,-1,-1,99.0,17502,17502,Etqan Company,Etqan Company
955840,Slide to finish,slide_to_finish,https://cdn.cloudflare.steamstatic.com/steam/apps/955840/header.jpg?t=1556568345,-1,-1.0,1,1,-1,-1.0,2019-04-29,99.0,99.0,0,0,0,1,21,0,-1,,,-1,-1,-1,699.0,12253,12253,Anton Shatalov,Anton Shatalov
977830,Lost Bazaar,lost_bazaar,https://cdn.cloudflare.steamstatic.com/steam/apps/977830/header.jpg?t=1621624946,-1,-1.0,3,-1,-1,-1.0,2020-07-26,0.0,0.0,1,0,0,2,17,1,-1,,,-1,-1,-1,0.0,29792,29792,Lost Bazaar developers,Lost Bazaar developers
989110,Crystal Chameleon,crystal_chameleon,https://cdn.cloudflare.steamstatic.com/steam/apps/989110/header.jpg?t=1546598889,-1,-1.0,2,1,-1,-1.0,2019-01-04,399.0,399.0,0,0,0,1,62,0,-1,,,-1,-1,-1,399.0,"3563,3564",3565,"Milan Kazarka, Jeroen van Oosten",Vysoko Anime Production
993870,CODE2040,code2040,https://cdn.cloudflare.steamstatic.com/steam/apps/993870/header.jpg?t=1628522066,-1,-1.0,843,-1,-1,-1.0,2021-02-01,0.0,0.0,0,0,0,343,5849,0,-1,,,-1,-1,-1,0.0,"11288,11289",11288,"WANIN Games, Team Weaver",WANIN Games
1110350,fishman,fishman,https://cdn.cloudflare.steamstatic.com/steam/apps/1110350/header.jpg?t=1583913996,-1,-1.0,7,5,-1,-1.0,2019-08-10,99.0,99.0,0,0,0,1,11,0,15999,,,-1,-1,-1,199.0,32569,32569,广州希普网络科技有限公司,广州希普网络科技有限公司
1147370,The Empire's Crisis,the_empires_crisis,https://cdn.cloudflare.steamstatic.com/steam/apps/1147370/header.jpg?t=1571079958,-1,-1.0,2,2,-1,-1.0,2019-10-14,299.0,299.0,0,0,0,2,20,0,-1,,,-1,-1,-1,299.0,5150,5150,Clayton Rowe,Clayton Rowe
1161220,Time Squared,time_squared,https://cdn.cloudflare.steamstatic.com/steam/apps/1161220/header.jpg?t=1578650655,-1,-1.0,7,1,-1,-1.0,2019-11-10,1499.0,1499.0,0,0,0,2,195,1,-1,,,-1,-1,-1,3499.0,24902,24902,FUSIS Games,FUSIS Games
1174620,Grand Dark Trader 1&2,grand_dark_trader_12,https://cdn.cloudflare.steamstatic.com/steam/apps/1174620/header.jpg?t=1608549268,-1,-1.0,2,2,-1,-1.0,2020-08-29,99.0,99.0,0,0,0,-1,60,0,-1,,,-1,-1,-1,1199.0,29163,29163,WayneP,WayneP
1175540,Cyberless III: Online,cyberless_iii_online,https://cdn.cloudflare.steamstatic.com/steam/apps/1175540/header.jpg?t=1614291833,-1,-1.0,7,4,-1,-1.0,2020-12-31,1499.0,1499.0,0,0,0,4,41,0,-1,,,-1,-1,-1,1499.0,34936,34936,Team Cyberless,Team Cyberless
1248570,Archaid,archaid,https://cdn.cloudflare.steamstatic.com/steam/apps/1248570/header.jpg?t=1613928963,-1,-1.0,1,1,-1,-1.0,2020-03-27,499.0,499.0,0,0,0,2,29,1,-1,,,-1,-1,-1,999.0,28441,21798,Joel Kivelä,Paradigm 23
1401360,Friendly Find,friendly_find,https://cdn.cloudflare.steamstatic.com/steam/apps/1401360/header.jpg?t=1599252188,-1,-1.0,2,1,-1,-1.0,2020-09-04,199.0,199.0,0,0,0,-1,6,0,-1,,,-1,-1,-1,199.0,34034,34034,Dgelioncel,Dgelioncel
1411880,travelsolar,travelsolar,https://cdn.cloudflare.steamstatic.com/steam/apps/1411880/header.jpg?t=1607566449,-1,-1.0,2,2,-1,-1.0,2020-10-03,99.0,99.0,0,0,0,-1,9,0,16104,,,-1,-1,-1,499.0,36389,36389,guang zhou xi pu wang luo ke ji you xian gong si,guang zhou xi pu wang luo ke ji you xian gong si
1561020,Island Domination,island_domination,https://cdn.cloudflare.steamstatic.com/steam/apps/1561020/header.jpg?t=1641792855,-1,-1.0,7,2,-1,-1.0,2021-05-07,399.0,399.0,0,0,0,-1,27,0,-1,,,-1,-1,-1,399.0,43733,43732,Softwaves,Softwaves Dist.
1561480,Duty in the Forest,duty_in_the_forest,https://cdn.cloudflare.steamstatic.com/steam/apps/1561480/header.jpg?t=1644542982,-1,-1.0,4,2,-1,-1.0,2021-05-14,399.0,399.0,0,0,0,1,30,0,-1,,,-1,-1,-1,399.0,43733,43732,Softwaves,Softwaves Dist.
1606610,Rescuer,rescuer,https://cdn.cloudflare.steamstatic.com/steam/apps/1606610/header.jpg?t=1628546277,-1,-1.0,3,1,-1,-1.0,2021-08-06,999.0,999.0,0,0,0,1,73,-2,-1,,,-1,-1,-1,999.0,45376,45376,GamesBraz,GamesBraz
1662990,Explosiver,explosiver,https://cdn.cloudflare.steamstatic.com/steam/apps/1662990/header.jpg?t=1647497622,-1,-1.0,2,1,-1,-1.0,2022-03-04,499.0,499.0,0,0,0,-1,55,-2,-1,,,-1,-1,-1,,45376,45376,GamesBraz,GamesBraz
1702370,Combatant,combatant,https://cdn.cloudflare.steamstatic.com/steam/apps/1702370/header.jpg?t=1647497473,-1,-1.0,2,1,-1,-1.0,2022-03-11,499.0,499.0,0,0,0,1,25,-2,-1,,,-1,-1,-1,,45376,45376,GamesBraz,GamesBraz
1704540,Pico Islands,pico_islands,https://cdn.cloudflare.steamstatic.com/steam/apps/1704540/header.jpg?t=1646915448,-1,-1.0,1,1,-1,-1.0,2022-02-28,1999.0,1999.0,0,0,0,2,64,1,14476,,,-1,-1,-1,,57902,57902,BitSpree GmbH,BitSpree GmbH
1882240,Forgotten Realms: The Archives - Collection One,forgotten_realms_the_archives_collection_one,https://cdn.cloudflare.steamstatic.com/steam/apps/1882240/header.jpg?t=1648566055,-1,-1.0,7,7,-1,-1.0,2022-03-29,999.0,999.0,0,0,0,86,590,-2,374,,28023.0,-1,-1,-1,999.0,"50348,59899",39168,"Strategic Simulations, Westwood Associates",SNEG
1897410,The Thief,the_thief,https://cdn.cloudflare.steamstatic.com/steam/apps/1897410/header.jpg?t=1644966548,-1,-1.0,-1,-1,-1,-1.0,2022-04-30,374.0,499.0,0,0,1,-1,2,-2,-1,,,-1,-1,-1,,45376,45376,GamesBraz,GamesBraz
1904530,Forgotten Realms: The Archives - Collection Three,forgotten_realms_the_archives_collection_three,https://cdn.cloudflare.steamstatic.com/steam/apps/1904530/header.jpg?t=1648566081,-1,-1.0,2,2,-1,-1.0,2022-03-29,599.0,599.0,0,0,0,17,-1,-2,660,,28307.0,-1,-1,-1,599.0,50347,39168,DreamForge Intertainment,SNEG
1904560,Dungeons & Dragons: Ravenloft Series,dungeons_dragons_ravenloft_series,https://cdn.cloudflare.steamstatic.com/steam/apps/1904560/header.jpg?t=1648566096,-1,-1.0,2,2,-1,-1.0,2022-03-29,999.0,999.0,0,0,0,11,197,-2,466,,28313.0,-1,-1,-1,999.0,50347,39168,DreamForge Intertainment,SNEG
1904580,Dungeons & Dragons: Dark Sun Series,dungeons_dragons_dark_sun_series,https://cdn.cloudflare.steamstatic.com/steam/apps/1904580/header.jpg?t=1648566131,-1,-1.0,2,2,-1,-1.0,2022-03-29,999.0,999.0,0,0,0,22,224,-2,460,,28022.0,-1,-1,-1,999.0,50348,39168,Strategic Simulations,SNEG
1904640,Dungeons & Dragons - Al-Qadim: The Genie's Curse,dungeons_dragons_al_qadim_the_genies_curse,https://cdn.cloudflare.steamstatic.com/steam/apps/1904640/header.jpg?t=1648566026,-1,-1.0,-1,-1,-1,-1.0,2022-03-29,599.0,599.0,0,0,0,-1,101,-2,2479,,,-1,-1,-1,599.0,59435,39168,Cyberlore Studios,SNEG
1904650,Dungeons & Dragons - Stronghold: Kingdom Simulator,dungeons_dragons_stronghold_kingdom_simulator,https://cdn.cloudflare.steamstatic.com/steam/apps/1904650/header.jpg?t=1648566019,-1,-1.0,3,3,-1,-1.0,2022-03-29,599.0,599.0,0,0,0,8,115,-2,2175,,,-1,-1,-1,599.0,59436,39168,Stormfront Studios,SNEG
